benchmark,call_kind,q_event_count,z_event_count,q_instructions_per_event,z_instructions_per_event,instruction_deficit_per_event,q_cycles_per_event,z_cycles_per_event,cycle_deficit_per_event,q_backend_stall_per_event,z_backend_stall_per_event,backend_stall_deficit_per_event,absolute_cycle_deficit,predicted_zoo_contribution_pp,basis,note
splay,reload_top,0,0.0,,,,,,,,,,,,counter-only ABBA8; zjs-specific seam,
splay,reload_after_pop,0,232488.0,,,,,,,,,,,,counter-only ABBA8; zjs-specific seam,
splay,interrupt_poll,4293179.0,4293559.0,,,,,,,,,,,,counter-only ABBA8,
splay,native_fence,0.0,0.0,,,,,,,,,,,,counter-only ABBA8; native-to-bytecode boundary,z fence push/restore 0.0/0.0
typescript,whole_workload_per_semantic_call,13792375.0,13785013.0,1160.7459047118425,1301.4752982822722,140.7293935704297,317.87195087865575,334.4571344618971,16.58518358324136,152.66173440034802,126.16832595660229,-26.493408443745736,227873659.0,0.16535604468221554,production perf stat ABBA8; whole workload normalized by each engine's calls,normalization only; not an isolated call-boundary unit cost
typescript,sampled_call_entry,13792375.0,13785013.0,,,,33.57669929943175,25.782976374414737,-7.793722925017015,,,,-110108040.5,0.0,"flat cycles samples, period 65521, ABBA8","region upper bound, not a named mechanism; positive pairs 0/8"
typescript,sampled_call_return,13792375.0,13785013.0,,,,1.2422618657047826,20.72334353257411,19.481081666869326,,,,268799902.5,0.19596276864668646,"flat cycles samples, period 65521, ABBA8","region upper bound, not a named mechanism; positive pairs 8/8"
typescript,native_backtrace_publish_restore,3491391.0,3105018.0,,,,,5.732364761578525,5.732364761578525,,,,17799095.76726703,0.012618369539483972,"PdfJS causal ablation cost / PdfJS NativeBacktraceScope count, transferred by exposure",z publish/restore 3105018.0/3105018.0; unit MAD 0.894 cyc; semantic qualification remains blocked
typescript,js_to_js,10300984.0,10772834.0,,,,,,,,,,,,counter-only ABBA8,
typescript,js_to_native_c_function,3491391.0,3012179.0,,,,,,,,,,,,counter-only ABBA8; comparable observable C_FUNCTION seam,
typescript,bytecode_builtin_bytecode_reentry,475431.0,6.0,,,,,,,,,,,,counter-only ABBA8,
typescript,bytecode_frame_push_pop,10776416.0,10772841.0,,,,,,,,,,,,counter-only ABBA8,q push/pop 10776416.0/10776416.0; z push/pop 10772841.0/10772841.0
typescript,entry_or_current_frame_republication,10776416.0,10772834.0,,,,,,,,,,,,counter-only ABBA8; implementation-specific publication seams,
typescript,reload_top,0,0.0,,,,,,,,,,,,counter-only ABBA8; zjs-specific seam,
typescript,reload_after_pop,0,9381383.0,,,,,,,,,,,,counter-only ABBA8; zjs-specific seam,
typescript,interrupt_poll,43568204.0,43669640.0,,,,,,,,,,,,counter-only ABBA8,
typescript,native_fence,475431.0,6.0,,,,,,,,,,,,counter-only ABBA8; native-to-bytecode boundary,z fence push/restore 6.0/6.0
zlib,whole_workload_per_semantic_call,551475.0,551449.0,162065.76024661137,155590.52367308672,-6475.236573524657,27505.70140804207,30350.405637692696,2844.704229650626,2205.3678172174623,1653.831822163065,-551.5359950543973,1573171901.5,0.3220164745361904,production perf stat ABBA8; whole workload normalized by each engine's calls,normalization only; not an isolated call-boundary unit cost
zlib,sampled_call_entry,551475.0,551449.0,,,,53.88054490230745,13.069767104482917,-40.81077779782453,,,,-22571984.5,0.0,"flat cycles samples, period 65521, ABBA8","region upper bound, not a named mechanism; positive pairs 0/8"
zlib,sampled_call_return,551475.0,551449.0,,,,2.3762092569926105,47.76405796365575,45.38784870666314,,,,24865219.5,0.004850187614223225,"flat cycles samples, period 65521, ABBA8","region upper bound, not a named mechanism; positive pairs 8/8"
zlib,native_backtrace_publish_restore,107067.0,107058.0,,,,,5.732364761578525,5.732364761578525,,,,613695.5066450738,0.00011962014862317621,"PdfJS causal ablation cost / PdfJS NativeBacktraceScope count, transferred by exposure",z publish/restore 107058.0/107058.0; unit MAD 0.894 cyc; semantic qualification remains blocked
zlib,js_to_js,444408.0,444407.0,,,,,,,,,,,,counter-only ABBA8,
zlib,js_to_native_c_function,107067.0,107042.0,,,,,,,,,,,,counter-only ABBA8; comparable observable C_FUNCTION seam,
zlib,bytecode_builtin_bytecode_reentry,1.0,0.0,,,,,,,,,,,,counter-only ABBA8,
zlib,bytecode_frame_push_pop,444410.0,444409.0,,,,,,,,,,,,counter-only ABBA8,q push/pop 444410.0/444410.0; z push/pop 444409.0/444409.0
zlib,entry_or_current_frame_republication,444410.0,444407.0,,,,,,,,,,,,counter-only ABBA8; implementation-specific publication seams,
zlib,reload_top,0,0.0,,,,,,,,,,,,counter-only ABBA8; zjs-specific seam,
zlib,reload_after_pop,0,443974.0,,,,,,,,,,,,counter-only ABBA8; zjs-specific seam,
zlib,interrupt_poll,146140019.0,146174163.0,,,,,,,,,,,,counter-only ABBA8,
zlib,native_fence,1.0,0.0,,,,,,,,,,,,counter-only ABBA8; native-to-bytecode boundary,z fence push/restore 0.0/0.0
